Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model;Detected
df_x;newton_raphson.hpp;58;5.764549493789673;1-8;Random bit-flip;1
x0;newton_raphson.hpp;44;8.572184085845947;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;3.8928844928741455;1-8;Random bit-flip;1
f_x;newton_raphson.hpp;51;3.7303242683410645;1-8;Random bit-flip;1
results2;newton_raphson_dup.cpp;45;3.9277522563934326;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;4.325619220733643;1-8;Random bit-flip;1
delta;newton_raphson.hpp;46;7.781385183334351;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;2.747342586517334;1-8;Random bit-flip;1
x;newton_raphson.hpp;35;8.098583459854126;1-8;Random bit-flip;1
currIter;newton_raphson.hpp;55;8.67783784866333;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;3.8062100410461426;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;8.4845871925354;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;7.999434232711792;1-8;Random bit-flip;1
found_root;newton_raphson.hpp;54;1.5564956665039062;1-8;Random bit-flip;1
h;newton_raphson.hpp;47;4.369905471801758;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;4.110694885253906;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;5.070300817489624;1-8;Random bit-flip;1
A;newton_raphson_dup.cpp;15;2.8406851291656494;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;3.471468687057495;1-8;Random bit-flip;1
h;newton_raphson.hpp;47;7.397602319717407;1-8;Random bit-flip;1
x;newton_raphson_dup.cpp;13;7.948690176010132;1-8;Random bit-flip;1
set;../sysdeps/unix/sysv/linux/raise.c;39;15.90039587020874;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;5.627442121505737;1-8;Random bit-flip;1
__p;/usr/include/c++/7/bits/alloc_traits.h;461;13.063490390777588;1-8;Random bit-flip;1
eps;newton_raphson.hpp;46;3.386521339416504;1-8;Random bit-flip;1
currIter;newton_raphson.hpp;55;7.657543659210205;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;3.7736635208129883;1-8;Random bit-flip;1
x0;newton_raphson.hpp;44;5.997179746627808;1-8;Random bit-flip;1
x;newton_raphson_dup.cpp;13;1.5546505451202393;1-8;Random bit-flip;1
results1;newton_raphson_dup.cpp;43;6.147111415863037;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;8.347265005111694;1-8;Random bit-flip;1
results2;newton_raphson_dup.cpp;45;12.943210124969482;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;2.527819871902466;1-8;Random bit-flip;1
results1;newton_raphson_dup.cpp;43;6.797375917434692;1-8;Random bit-flip;1
PI;newton_raphson_dup.cpp;16;4.922756671905518;1-8;Random bit-flip;1
results2;newton_raphson_dup.cpp;45;6.110208034515381;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;3.2386748790740967;1-8;Random bit-flip;1
i;newton_raphson_dup.cpp;68;13.374592781066895;1-8;Random bit-flip;1
h;newton_raphson.hpp;47;3.970609664916992;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;3.4597482681274414;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;8.151901721954346;1-8;Random bit-flip;1
i;newton_raphson_dup.cpp;68;13.152385711669922;1-8;Random bit-flip;1
size;newton_raphson_dup.cpp;67;15.942448377609253;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;3.896878242492676;1-8;Random bit-flip;1
results2;newton_raphson_dup.cpp;45;14.840097427368164;1-8;Random bit-flip;1
x;newton_raphson.hpp;50;4.608407974243164;1-8;Random bit-flip;1
__x;/usr/include/c++/7/bits/std_abs.h;70;3.0438003540039062;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;1.9808731079101562;1-8;Random bit-flip;1
results1;newton_raphson_dup.cpp;43;5.82642126083374;1-8;Random bit-flip;1
currIter;newton_raphson.hpp;55;7.456464052200317;1-8;Random bit-flip;1
size;newton_raphson_dup.cpp;67;13.50940752029419;1-8;Random bit-flip;1
found_root;newton_raphson.hpp;54;5.028411626815796;1-8;Random bit-flip;1
found_root;newton_raphson.hpp;54;3.356165647506714;1-8;Random bit-flip;1
currIter;newton_raphson.hpp;55;2.1539926528930664;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;5.1539881229400635;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;7.483746290206909;1-8;Random bit-flip;1
f_x;newton_raphson.hpp;51;8.746379852294922;1-8;Random bit-flip;1
currIter;newton_raphson.hpp;55;7.867926359176636;1-8;Random bit-flip;1
currIter;newton_raphson.hpp;55;2.1524693965911865;1-8;Random bit-flip;1
eps;newton_raphson.hpp;46;4.815625190734863;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;5.910021543502808;1-8;Random bit-flip;1
h;newton_raphson.hpp;47;4.954902410507202;1-8;Random bit-flip;1
__x;/usr/include/c++/7/bits/std_abs.h;70;1.7703778743743896;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;4.412079811096191;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;2.7095556259155273;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;5.637152671813965;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;5.034579038619995;1-8;Random bit-flip;1
found_root;newton_raphson.hpp;54;5.615260601043701;1-8;Random bit-flip;1
delta;newton_raphson.hpp;46;4.230263710021973;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;3.3492543697357178;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;6.756563425064087;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;2.222912549972534;1-8;Random bit-flip;1
currIter;newton_raphson.hpp;55;2.6698129177093506;1-8;Random bit-flip;1
currIter;newton_raphson.hpp;55;7.96024227142334;1-8;Random bit-flip;1
debug;newton_raphson.hpp;48;3.6786184310913086;1-8;Random bit-flip;1
found_root;newton_raphson.hpp;54;4.385278224945068;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;2.4741437435150146;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;1.8006718158721924;1-8;Random bit-flip;1
value;newton_raphson_dup.cpp;83;13.1604163646698;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;4.9200825691223145;1-8;Random bit-flip;1
x;newton_raphson_dup.cpp;13;4.787076711654663;1-8;Random bit-flip;1
__p;/usr/include/c++/7/bits/stl_vector.h;176;13.959519386291504;1-8;Random bit-flip;1
i;newton_raphson_dup.cpp;68;13.225542068481445;1-8;Random bit-flip;1
x;newton_raphson.hpp;50;2.4338293075561523;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;5.194323539733887;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;5.322739362716675;1-8;Random bit-flip;1
results;newton_raphson_dup.cpp;28;3.9260568618774414;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;1.6743457317352295;1-8;Random bit-flip;1
h;newton_raphson.hpp;47;5.414121866226196;1-8;Random bit-flip;1
delta;newton_raphson.hpp;46;5.680247068405151;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;2.7817044258117676;1-8;Random bit-flip;1
A;newton_raphson_dup.cpp;15;6.2660157680511475;1-8;Random bit-flip;1
value;newton_raphson_dup.cpp;83;15.212389945983887;1-8;Random bit-flip;1
sn;../sysdeps/ieee754/dbl-64/s_sin.c;221;2.1538608074188232;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;1.9210808277130127;1-8;Random bit-flip;1
x;newton_raphson.hpp;35;7.877235651016235;1-8;Random bit-flip;1
size;newton_raphson_dup.cpp;67;13.06565809249878;1-8;Random bit-flip;1
eps;newton_raphson.hpp;46;2.3780622482299805;1-8;Random bit-flip;1
size;newton_raphson_dup.cpp;67;12.904958963394165;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;1.3192791938781738;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;2.6153452396392822;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;5.162320613861084;1-8;Random bit-flip;1
ccs;../sysdeps/ieee754/dbl-64/s_sin.c;247;8.53935980796814;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;3.600234031677246;1-8;Random bit-flip;1
results2;newton_raphson_dup.cpp;45;7.397772312164307;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;5.210379600524902;1-8;Random bit-flip;1
x;newton_raphson_dup.cpp;13;2.3379909992218018;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;3.745800495147705;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;5.404829502105713;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;3.6979496479034424;1-8;Random bit-flip;1
x;newton_raphson.hpp;35;7.807517766952515;1-8;Random bit-flip;1
h;newton_raphson.hpp;47;3.9791359901428223;1-8;Random bit-flip;1
x;newton_raphson_dup.cpp;13;2.1206068992614746;1-8;Random bit-flip;1
x;newton_raphson.hpp;35;2.1091670989990234;1-8;Random bit-flip;1
x;newton_raphson.hpp;35;7.885980844497681;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;4.379431486129761;1-8;Random bit-flip;1
__for_begin;newton_raphson_dup.cpp;0;13.341500759124756;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;3.1013355255126953;1-8;Random bit-flip;1
f_x;newton_raphson.hpp;51;4.405305862426758;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;5.602285861968994;1-8;Random bit-flip;1
sn;../sysdeps/ieee754/dbl-64/s_sin.c;221;6.473062753677368;1-8;Random bit-flip;1
results2;newton_raphson_dup.cpp;45;8.127690553665161;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;3.9549624919891357;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;2.08994460105896;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;4.986433982849121;1-8;Random bit-flip;1
x;newton_raphson.hpp;35;2.4094762802124023;1-8;Random bit-flip;1
h;newton_raphson.hpp;47;3.484513521194458;1-8;Random bit-flip;1
f_x;newton_raphson.hpp;51;7.166510343551636;1-8;Random bit-flip;1
debug;newton_raphson.hpp;48;4.948206424713135;1-8;Random bit-flip;1
results;newton_raphson_dup.cpp;28;4.73694920539856;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;3.0152556896209717;1-8;Random bit-flip;1
results1;newton_raphson_dup.cpp;43;13.646253824234009;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;3.942516326904297;1-8;Random bit-flip;1
x;newton_raphson_dup.cpp;13;4.44451642036438;1-8;Random bit-flip;1
x;newton_raphson.hpp;50;3.305724620819092;1-8;Random bit-flip;1
f_x;newton_raphson.hpp;51;8.168925523757935;1-8;Random bit-flip;1
x;newton_raphson.hpp;50;8.64350175857544;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;4.8092732429504395;1-8;Random bit-flip;1
x;newton_raphson.hpp;50;8.089619398117065;1-8;Random bit-flip;1
currIter;newton_raphson.hpp;55;2.9967832565307617;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;7.31492280960083;1-8;Random bit-flip;1
x;newton_raphson_dup.cpp;13;5.71471643447876;1-8;Random bit-flip;1
h;newton_raphson.hpp;47;3.1186039447784424;1-8;Random bit-flip;1
x;newton_raphson.hpp;50;4.720581293106079;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;5.821647882461548;1-8;Random bit-flip;1
size;newton_raphson_dup.cpp;67;13.413207530975342;1-8;Random bit-flip;1
cs;../sysdeps/ieee754/dbl-64/s_sin.c;160;8.536581993103027;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;2.976093292236328;1-8;Random bit-flip;1
A;newton_raphson_dup.cpp;15;4.564372539520264;1-8;Random bit-flip;1
results1;newton_raphson_dup.cpp;43;7.052198171615601;1-8;Random bit-flip;1
h;newton_raphson.hpp;47;1.9435935020446777;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;7.552147388458252;1-8;Random bit-flip;1
eps;newton_raphson.hpp;46;3.246065378189087;1-8;Random bit-flip;1
__p;/usr/include/c++/7/ext/new_allocator.h;116;13.091031312942505;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;3.0815532207489014;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;6.1410229206085205;1-8;Random bit-flip;1
h;newton_raphson.hpp;47;7.414241075515747;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;8.67028522491455;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;7.935550212860107;1-8;Random bit-flip;1
x;newton_raphson.hpp;35;4.0620574951171875;1-8;Random bit-flip;1
results;newton_raphson_dup.cpp;28;4.017455816268921;1-8;Random bit-flip;1
found_root;newton_raphson.hpp;54;3.594193458557129;1-8;Random bit-flip;1
size;newton_raphson_dup.cpp;67;13.349675178527832;1-8;Random bit-flip;1
__GI___abort_msg;abort.c;38;13.676855564117432;1-8;Random bit-flip;1
results1;newton_raphson_dup.cpp;43;7.335031270980835;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;4.782903432846069;1-8;Random bit-flip;1
x;newton_raphson.hpp;50;3.395841360092163;1-8;Random bit-flip;1
found_root;newton_raphson.hpp;54;5.484010219573975;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;2.7678377628326416;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;4.859244108200073;1-8;Random bit-flip;1
sn;../sysdeps/ieee754/dbl-64/s_sin.c;221;2.033653736114502;1-8;Random bit-flip;1
x;newton_raphson.hpp;50;2.6512882709503174;1-8;Random bit-flip;1
sn;../sysdeps/ieee754/dbl-64/s_sin.c;247;6.583566904067993;1-8;Random bit-flip;1
ccs;../sysdeps/ieee754/dbl-64/s_sin.c;247;8.04732060432434;1-8;Random bit-flip;1
results;newton_raphson_dup.cpp;28;5.05605411529541;1-8;Random bit-flip;1
x;newton_raphson.hpp;50;2.1834609508514404;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;2.5285189151763916;1-8;Random bit-flip;1
__p;/usr/include/c++/7/bits/stl_vector.h;176;13.087851524353027;1-8;Random bit-flip;1
delta;newton_raphson.hpp;46;1.6783616542816162;1-8;Random bit-flip;1
PI;newton_raphson_dup.cpp;16;7.698667764663696;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;4.712493896484375;1-8;Random bit-flip;1
results1;newton_raphson_dup.cpp;43;4.566601037979126;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;5.594586610794067;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;4.422134160995483;1-8;Random bit-flip;1
x;newton_raphson_dup.cpp;13;6.946928024291992;1-8;Random bit-flip;1
A;newton_raphson_dup.cpp;15;1.2211229801177979;1-8;Random bit-flip;1
result;newton_raphson_dup.cpp;32;8.603107929229736;1-8;Random bit-flip;1
cs;../sysdeps/ieee754/dbl-64/s_sin.c;247;1.4251012802124023;1-8;Random bit-flip;1
eps;newton_raphson.hpp;46;4.559632062911987;1-8;Random bit-flip;1
A;newton_raphson_dup.cpp;15;8.146550416946411;1-8;Random bit-flip;1
results1;newton_raphson_dup.cpp;43;6.159002065658569;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;2.9004409313201904;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;7.33968710899353;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;3.8500638008117676;1-8;Random bit-flip;1
results;newton_raphson_dup.cpp;28;3.1517155170440674;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;4.9029541015625;1-8;Random bit-flip;1
__n;/usr/include/c++/7/bits/stl_vector.h;176;13.684695720672607;1-8;Random bit-flip;1
found_root;newton_raphson.hpp;54;7.986260414123535;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;7.711726903915405;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;5.109288215637207;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;4.201235294342041;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;7.396168231964111;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;1.8962700366973877;1-8;Random bit-flip;1
x;newton_raphson_dup.cpp;13;2.2681078910827637;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;8.68859601020813;1-8;Random bit-flip;1
h;newton_raphson.hpp;47;7.486851930618286;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;3.1876883506774902;1-8;Random bit-flip;1
sn;../sysdeps/ieee754/dbl-64/s_sin.c;221;5.103235244750977;1-8;Random bit-flip;1
delta;newton_raphson.hpp;46;2.5559141635894775;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;3.666968584060669;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;4.900912523269653;1-8;Random bit-flip;1
x;newton_raphson.hpp;50;6.70577335357666;1-8;Random bit-flip;1
results2;newton_raphson_dup.cpp;45;7.7399818897247314;1-8;Random bit-flip;1
h;newton_raphson.hpp;47;4.010676622390747;1-8;Random bit-flip;1
results;newton_raphson_dup.cpp;28;4.003618240356445;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;5.565611124038696;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;7.60805869102478;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;7.188915252685547;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;1.872847080230713;1-8;Random bit-flip;1
f_x;newton_raphson.hpp;51;2.059199810028076;1-8;Random bit-flip;1
__p;/usr/include/c++/7/ext/new_allocator.h;116;13.92984652519226;1-8;Random bit-flip;1
currIter;newton_raphson.hpp;55;8.707276582717896;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;7.626434564590454;1-8;Random bit-flip;1
found_root;newton_raphson.hpp;54;8.625293970108032;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;1.7034621238708496;1-8;Random bit-flip;1
result;newton_raphson_dup.cpp;32;1.7349679470062256;1-8;Random bit-flip;1
results;newton_raphson_dup.cpp;28;8.60333251953125;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;2.097838878631592;1-8;Random bit-flip;1
x;newton_raphson.hpp;35;2.3185737133026123;1-8;Random bit-flip;1
__x;/usr/include/c++/7/bits/std_abs.h;70;1.8540072441101074;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;4.585959196090698;1-8;Random bit-flip;1
x;newton_raphson.hpp;50;4.236618518829346;1-8;Random bit-flip;1
eps;newton_raphson.hpp;46;2.6355137825012207;1-8;Random bit-flip;1
PI;newton_raphson_dup.cpp;16;7.63803243637085;1-8;Random bit-flip;1
x;newton_raphson.hpp;50;3.46216082572937;1-8;Random bit-flip;1
x;newton_raphson.hpp;35;2.004382610321045;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;3.5397262573242188;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;3.1296069622039795;1-8;Random bit-flip;1
found_root;newton_raphson.hpp;54;8.41433072090149;1-8;Random bit-flip;1
result;newton_raphson_dup.cpp;32;5.5129234790802;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;7.897373676300049;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;2.1013262271881104;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;7.56534743309021;1-8;Random bit-flip;1
h;newton_raphson.hpp;47;2.824941396713257;1-8;Random bit-flip;1
x0;newton_raphson.hpp;44;2.6352880001068115;1-8;Random bit-flip;1
df_x;newton_raphson.hpp;58;7.371916055679321;1-8;Random bit-flip;1
x;newton_raphson.hpp;50;1.58860182762146;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;2.488447427749634;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;8.875033378601074;1-8;Random bit-flip;1
results;newton_raphson_dup.cpp;28;5.891047239303589;1-8;Random bit-flip;1
f_x;newton_raphson.hpp;51;8.275797605514526;1-8;Random bit-flip;1
delta;newton_raphson.hpp;46;7.578620672225952;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;4.759012937545776;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;1.6713042259216309;1-8;Random bit-flip;1
results2;newton_raphson_dup.cpp;45;7.24300742149353;1-8;Random bit-flip;1
ccs;../sysdeps/ieee754/dbl-64/s_sin.c;247;6.98974084854126;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;4.233286619186401;1-8;Random bit-flip;1
results1;newton_raphson_dup.cpp;43;8.093590021133423;1-8;Random bit-flip;1
h;newton_raphson.hpp;47;8.42762565612793;1-8;Random bit-flip;1
result;newton_raphson_dup.cpp;32;8.274207592010498;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;2.7341246604919434;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;8.411887645721436;1-8;Random bit-flip;1
f_x;newton_raphson.hpp;51;8.2031090259552;1-8;Random bit-flip;1
x;newton_raphson.hpp;50;4.4679460525512695;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;8.363627195358276;1-8;Random bit-flip;1
currIter;newton_raphson.hpp;55;8.352906465530396;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;8.033216714859009;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;5.92576789855957;1-8;Random bit-flip;1
f_x;newton_raphson.hpp;51;7.861337423324585;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;7.326819896697998;1-8;Random bit-flip;1
x;newton_raphson.hpp;50;7.185436725616455;1-8;Random bit-flip;1
x;../sysdeps/ieee754/dbl-64/s_sin.c;541;4.331621170043945;1-8;Random bit-flip;1
PI;newton_raphson_dup.cpp;16;2.506502866744995;1-8;Random bit-flip;1
results1;newton_raphson_dup.cpp;43;6.217247009277344;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;3.268778085708618;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;3.131819725036621;1-8;Random bit-flip;1
found_root;newton_raphson.hpp;54;2.8556673526763916;1-8;Random bit-flip;1
PI;newton_raphson_dup.cpp;16;2.824225425720215;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;2.8254125118255615;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;3.0135140419006348;1-8;Random bit-flip;1
__for_end;newton_raphson_dup.cpp;0;13.096739292144775;1-8;Random bit-flip;1
size;newton_raphson_dup.cpp;67;15.104134559631348;1-8;Random bit-flip;1
currIter;newton_raphson.hpp;55;3.5731866359710693;1-8;Random bit-flip;1
currIter;newton_raphson.hpp;55;1.9085988998413086;1-8;Random bit-flip;1
x;newton_raphson.hpp;35;2.5515224933624268;1-8;Random bit-flip;1
found_root;newton_raphson.hpp;54;7.1316773891448975;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;6.162901163101196;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;2.033522844314575;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;7.803728103637695;1-8;Random bit-flip;1
f_x;newton_raphson.hpp;51;4.515921592712402;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;4.51717734336853;1-8;Random bit-flip;1
h;newton_raphson.hpp;47;7.114625692367554;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;5.925537347793579;1-8;Random bit-flip;1
f_x;newton_raphson.hpp;51;3.843977451324463;1-8;Random bit-flip;1
results;newton_raphson_dup.cpp;28;4.95672607421875;1-8;Random bit-flip;1
results1;newton_raphson_dup.cpp;43;6.562615394592285;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;3.8064703941345215;1-8;Random bit-flip;1
results;newton_raphson_dup.cpp;28;4.630111455917358;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;2.3946874141693115;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;1.9946746826171875;1-8;Random bit-flip;1
found_root;newton_raphson.hpp;54;2.071298837661743;1-8;Random bit-flip;1
currIter;newton_raphson.hpp;55;6.628021955490112;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;3.7188754081726074;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;2.8534975051879883;1-8;Random bit-flip;1
f_x;newton_raphson.hpp;51;4.606420993804932;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;3.2243757247924805;1-8;Random bit-flip;1
results1;newton_raphson_dup.cpp;43;7.565976142883301;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;5.555910587310791;1-8;Random bit-flip;1
x;newton_raphson.hpp;35;8.252639055252075;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;7.265072822570801;1-8;Random bit-flip;1
df_x_too_small;newton_raphson.hpp;53;8.528659343719482;1-8;Random bit-flip;1
found_root;newton_raphson.hpp;54;1.246140956878662;1-8;Random bit-flip;1
PI;newton_raphson_dup.cpp;16;4.828993320465088;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;3.323577880859375;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;3.1769587993621826;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;4.131960868835449;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;3.1540474891662598;1-8;Random bit-flip;1
sn;../sysdeps/ieee754/dbl-64/s_sin.c;221;7.543668270111084;1-8;Random bit-flip;1
x;newton_raphson.hpp;50;2.199983835220337;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;8.14629578590393;1-8;Random bit-flip;1
value;newton_raphson_dup.cpp;83;15.146507740020752;1-8;Random bit-flip;1
ap;../sysdeps/posix/libc_fatal.c;69;13.391378402709961;1-8;Random bit-flip;1
results1;newton_raphson_dup.cpp;43;6.175961017608643;1-8;Random bit-flip;1
results1;newton_raphson_dup.cpp;43;4.768537998199463;1-8;Random bit-flip;1
results;newton_raphson_dup.cpp;28;6.342569828033447;1-8;Random bit-flip;1
currIter;newton_raphson.hpp;55;2.0334208011627197;1-8;Random bit-flip;1
f;newton_raphson.hpp;34;1.9106369018554688;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;4.496985673904419;1-8;Random bit-flip;1
__for_range;newton_raphson_dup.cpp;0;13.849626302719116;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;7.697811126708984;1-8;Random bit-flip;1
results1;newton_raphson_dup.cpp;43;13.391645669937134;1-8;Random bit-flip;1
results1;newton_raphson_dup.cpp;43;2.328160285949707;1-8;Random bit-flip;1
sn;../sysdeps/ieee754/dbl-64/s_sin.c;221;3.439775228500366;1-8;Random bit-flip;1
df_x;newton_raphson.hpp;58;4.595539569854736;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;2.4626376628875732;1-8;Random bit-flip;1
x0;newton_raphson.hpp;44;3.4583187103271484;1-8;Random bit-flip;1
currIter;newton_raphson.hpp;55;2.9635138511657715;1-8;Random bit-flip;1
x0;newton_raphson_dup.cpp;30;2.1838905811309814;1-8;Random bit-flip;1
x;newton_raphson.hpp;35;4.8707005977630615;1-8;Random bit-flip;1
currIter;newton_raphson.hpp;55;8.691879749298096;1-8;Random bit-flip;1
h;newton_raphson.hpp;36;2.3862006664276123;1-8;Random bit-flip;1
currIter;newton_raphson.hpp;55;3.738839626312256;1-8;Random bit-flip;1
